,"code","continent","country","date","total_cases","new_cases","epiweek"
"538","NGA","Africa","Nigeria",2021-08-18,183444,0,78
"539","NGA","Africa","Nigeria",2021-08-19,185267,1823,78
"540","NGA","Africa","Nigeria",2021-08-20,185571,304,78
"541","NGA","Africa","Nigeria",2021-08-21,185571,0,78
"542","NGA","Africa","Nigeria",2021-08-22,187023,1452,79
"543","NGA","Africa","Nigeria",2021-08-23,187588,565,79
"544","NGA","Africa","Nigeria",2021-08-24,188243,655,79
"545","NGA","Africa","Nigeria",2021-08-25,188880,637,79
"546","NGA","Africa","Nigeria",2021-08-26,189715,835,79
"547","NGA","Africa","Nigeria",2021-08-27,190333,618,79
"548","NGA","Africa","Nigeria",2021-08-28,190983,650,79
"549","NGA","Africa","Nigeria",2021-08-29,191345,362,80
"550","NGA","Africa","Nigeria",2021-08-30,191805,460,80
"551","NGA","Africa","Nigeria",2021-08-31,192431,626,80
"552","NGA","Africa","Nigeria",2021-09-01,193013,582,80
"553","NGA","Africa","Nigeria",2021-09-02,193644,631,80
"554","NGA","Africa","Nigeria",2021-09-03,194088,444,80
"555","NGA","Africa","Nigeria",2021-09-04,195052,964,80
"556","NGA","Africa","Nigeria",2021-09-05,195511,459,81
"557","NGA","Africa","Nigeria",2021-09-06,195890,379,81
"558","NGA","Africa","Nigeria",2021-09-07,196487,597,81
"559","NGA","Africa","Nigeria",2021-09-08,197046,559,81
"560","NGA","Africa","Nigeria",2021-09-09,197773,727,81
"561","NGA","Africa","Nigeria",2021-09-10,198239,466,81
"562","NGA","Africa","Nigeria",2021-09-11,198786,547,81
"563","NGA","Africa","Nigeria",2021-09-12,199151,365,82
"564","NGA","Africa","Nigeria",2021-09-13,199538,387,82
"565","NGA","Africa","Nigeria",2021-09-14,200057,519,82
"566","NGA","Africa","Nigeria",2021-09-15,200356,299,82
"567","NGA","Africa","Nigeria",2021-09-16,200356,0,82
"568","NGA","Africa","Nigeria",2021-09-17,201294,938,82
"569","NGA","Africa","Nigeria",2021-09-18,201630,336,82
"570","NGA","Africa","Nigeria",2021-09-19,201798,168,83
"571","NGA","Africa","Nigeria",2021-09-20,202191,393,83
"572","NGA","Africa","Nigeria",2021-09-21,202704,513,83
"573","NGA","Africa","Nigeria",2021-09-22,203081,377,83
"574","NGA","Africa","Nigeria",2021-09-23,203514,433,83
"575","NGA","Africa","Nigeria",2021-09-24,203991,477,83
"576","NGA","Africa","Nigeria",2021-09-25,204201,210,83
"577","NGA","Africa","Nigeria",2021-09-26,204456,255,84
"578","NGA","Africa","Nigeria",2021-09-27,204752,296,84
"579","NGA","Africa","Nigeria",2021-09-28,205047,295,84
"580","NGA","Africa","Nigeria",2021-09-29,205484,437,84
"581","NGA","Africa","Nigeria",2021-09-30,205779,295,84
"582","NGA","Africa","Nigeria",2021-10-01,205940,161,84
"583","NGA","Africa","Nigeria",2021-10-02,206064,124,84
"584","NGA","Africa","Nigeria",2021-10-03,206138,74,85
"585","NGA","Africa","Nigeria",2021-10-04,206279,141,85
"586","NGA","Africa","Nigeria",2021-10-05,206561,282,85
"587","NGA","Africa","Nigeria",2021-10-06,206561,0,85
"588","NGA","Africa","Nigeria",2021-10-07,207167,606,85
"589","NGA","Africa","Nigeria",2021-10-08,207479,312,85
"590","NGA","Africa","Nigeria",2021-10-09,207618,139,85
"591","NGA","Africa","Nigeria",2021-10-10,207694,76,86
"592","NGA","Africa","Nigeria",2021-10-11,207978,284,86
"593","NGA","Africa","Nigeria",2021-10-12,207979,1,86
"594","NGA","Africa","Nigeria",2021-10-13,208404,425,86
"595","NGA","Africa","Nigeria",2021-10-14,208404,0,86
"596","NGA","Africa","Nigeria",2021-10-15,208797,393,86
"597","NGA","Africa","Nigeria",2021-10-16,209173,376,86
"598","NGA","Africa","Nigeria",2021-10-17,209298,125,87
"599","NGA","Africa","Nigeria",2021-10-18,209387,89,87
"600","NGA","Africa","Nigeria",2021-10-19,209546,159,87
"601","NGA","Africa","Nigeria",2021-10-20,209713,167,87
"602","NGA","Africa","Nigeria",2021-10-21,209960,247,87
"603","NGA","Africa","Nigeria",2021-10-22,210136,176,87
"604","NGA","Africa","Nigeria",2021-10-23,210295,159,87
"605","NGA","Africa","Nigeria",2021-10-24,210460,165,88
"606","NGA","Africa","Nigeria",2021-10-25,211171,711,88
"607","NGA","Africa","Nigeria",2021-10-26,211330,159,88
"608","NGA","Africa","Nigeria",2021-10-27,211496,166,88
"609","NGA","Africa","Nigeria",2021-10-28,211678,182,88
"610","NGA","Africa","Nigeria",2021-10-29,211798,120,88
"611","NGA","Africa","Nigeria",2021-10-30,211887,89,88
"612","NGA","Africa","Nigeria",2021-10-31,211961,74,89
"613","NGA","Africa","Nigeria",2021-11-01,212051,90,89
"614","NGA","Africa","Nigeria",2021-11-02,212150,99,89
"615","NGA","Africa","Nigeria",2021-11-03,212359,209,89
"616","NGA","Africa","Nigeria",2021-11-04,212446,87,89
"617","NGA","Africa","Nigeria",2021-11-05,212511,65,89
"618","NGA","Africa","Nigeria",2021-11-06,212627,116,89
"619","NGA","Africa","Nigeria",2021-11-07,212713,86,90
"620","NGA","Africa","Nigeria",2021-11-08,212765,52,90
"621","NGA","Africa","Nigeria",2021-11-09,212829,64,90
"622","NGA","Africa","Nigeria",2021-11-10,212894,65,90
"623","NGA","Africa","Nigeria",2021-11-11,212947,53,90
"624","NGA","Africa","Nigeria",2021-11-12,213076,129,90
"625","NGA","Africa","Nigeria",2021-11-13,213127,51,90
"626","NGA","Africa","Nigeria",2021-11-14,213147,20,91
"627","NGA","Africa","Nigeria",2021-11-15,213177,30,91
"628","NGA","Africa","Nigeria",2021-11-16,213177,0,91
"629","NGA","Africa","Nigeria",2021-11-17,213403,226,91
"630","NGA","Africa","Nigeria",2021-11-18,213464,61,91
"631","NGA","Africa","Nigeria",2021-11-19,213487,23,91
"632","NGA","Africa","Nigeria",2021-11-20,213532,45,91
"633","NGA","Africa","Nigeria",2021-11-21,213589,57,92
"634","NGA","Africa","Nigeria",2021-11-22,213589,0,92
"635","NGA","Africa","Nigeria",2021-11-23,213677,88,92
"636","NGA","Africa","Nigeria",2021-11-24,213677,0,92
"637","NGA","Africa","Nigeria",2021-11-25,213883,206,92
"638","NGA","Africa","Nigeria",2021-11-26,213883,0,92
"639","NGA","Africa","Nigeria",2021-11-27,213924,41,92
"640","NGA","Africa","Nigeria",2021-11-28,213982,58,93
"641","NGA","Africa","Nigeria",2021-11-29,214113,131,93
"642","NGA","Africa","Nigeria",2021-11-30,214218,105,93
"643","NGA","Africa","Nigeria",2021-12-01,214270,52,93
"644","NGA","Africa","Nigeria",2021-12-02,214270,0,93
"645","NGA","Africa","Nigeria",2021-12-03,214513,243,93
"646","NGA","Africa","Nigeria",2021-12-04,214567,54,93
"647","NGA","Africa","Nigeria",2021-12-05,214622,55,94
"648","NGA","Africa","Nigeria",2021-12-06,214789,167,94
"649","NGA","Africa","Nigeria",2021-12-07,214896,107,94
"650","NGA","Africa","Nigeria",2021-12-08,215164,268,94
"651","NGA","Africa","Nigeria",2021-12-09,215164,0,94
"652","NGA","Africa","Nigeria",2021-12-10,216451,1287,94
"653","NGA","Africa","Nigeria",2021-12-11,217063,612,94
"654","NGA","Africa","Nigeria",2021-12-12,217481,418,95
"655","NGA","Africa","Nigeria",2021-12-13,217481,0,95
"656","NGA","Africa","Nigeria",2021-12-14,218596,1115,95
"657","NGA","Africa","Nigeria",2021-12-15,220020,1424,95
"658","NGA","Africa","Nigeria",2021-12-16,221071,1051,95
"659","NGA","Africa","Nigeria",2021-12-17,222655,1584,95
"660","NGA","Africa","Nigeria",2021-12-18,222655,0,95
"661","NGA","Africa","Nigeria",2021-12-19,223483,828,96
"662","NGA","Africa","Nigeria",2021-12-20,225255,1772,96
"663","NGA","Africa","Nigeria",2021-12-21,225255,0,96
"664","NGA","Africa","Nigeria",2021-12-22,231413,6158,96
"665","NGA","Africa","Nigeria",2021-12-23,233353,1940,96
"666","NGA","Africa","Nigeria",2021-12-24,234709,1356,96
"667","NGA","Africa","Nigeria",2021-12-25,236014,1305,96
"668","NGA","Africa","Nigeria",2021-12-26,237561,1547,97
"669","NGA","Africa","Nigeria",2021-12-27,238420,859,97
"670","NGA","Africa","Nigeria",2021-12-28,239019,599,97
"671","NGA","Africa","Nigeria",2021-12-29,240387,1368,97
"672","NGA","Africa","Nigeria",2021-12-30,241513,1126,97
"673","NGA","Africa","Nigeria",2021-12-31,241513,0,97
"674","NGA","Africa","Nigeria",2022-01-01,242877,1364,97
